Day,Bar,H,M,S
12,6,9,21,23
12,6,9,22,13
12,6,9,23,3
12,6,10,8,53
12,6,10,9,43
12,6,10,10,33
12,6,10,11,23
12,6,10,12,13
12,6,10,13,3
12,6,11,0,33
12,6,11,1,23
12,6,11,2,13
12,6,11,3,3
12,6,9,57,51
12,6,9,58,41
12,6,9,59,31
12,6,10,47,51
12,6,10,48,41
12,6,10,49,31
12,6,10,50,21
12,6,10,51,11
12,6,10,52,1
12,6,11,37,51
12,6,11,38,41
12,6,11,39,31
12,6,11,40,21
12,6,11,41,11
12,6,11,42,1
12,6,12,27,51
12,6,12,28,41
12,6,12,29,31
12,6,12,30,21
12,6,12,31,11
12,6,12,32,1
12,6,13,17,51
12,6,13,18,41
12,6,13,19,31
12,6,13,20,21
12,6,13,21,11
12,6,13,22,1
12,6,14,7,51
12,6,14,8,41
12,6,14,9,31
12,6,14,10,21
12,6,14,11,11
12,6,14,12,1
12,6,15,0,21
12,6,15,1,11
12,6,15,2,1
12,6,13,55,59
12,6,13,56,49
12,6,13,57,39
12,6,13,58,29
12,6,13,59,19
12,6,14,45,59
12,6,14,46,49
12,6,14,47,39
12,6,14,48,29
12,6,14,49,19
12,6,14,50,9
12,6,15,35,59
12,6,15,36,49
12,6,15,37,39
12,6,15,38,29
12,6,15,39,19
12,6,15,40,9
12,6,16,25,59
12,6,16,26,49
12,6,16,27,39
12,6,16,28,29
12,6,16,29,19
12,6,16,30,9
12,6,17,15,59
12,6,17,16,49
12,6,17,17,39
12,6,17,18,29
12,6,17,19,19
12,6,17,20,9
12,6,18,5,59
12,6,18,6,49
12,6,18,7,39
12,6,18,8,29
12,6,18,9,19
12,6,18,10,9
12,6,19,0,9
12,6,15,56,53
12,6,15,57,43
12,6,15,58,33
12,6,15,59,23
12,6,16,46,53
12,6,16,47,43
12,6,16,48,33
12,6,16,49,23
12,6,16,50,13
12,6,16,51,3
12,6,17,36,53
12,6,17,37,43
12,6,17,38,33
12,6,17,39,23
12,6,17,40,13
12,6,17,41,3
12,6,18,26,53
12,6,18,27,43
12,6,18,28,33
12,6,18,29,23
12,6,18,30,13
12,6,18,31,3
12,6,19,16,53
12,6,19,17,43
12,6,19,18,33
12,6,19,19,23
12,6,19,20,13
12,6,19,21,3
12,6,20,6,53
12,6,20,7,43
12,6,20,8,33
12,6,20,9,23
12,6,20,10,13
12,6,20,11,3
12,6,21,0,13
12,6,21,1,3
12,6,19,55,51
12,6,19,56,41
12,6,19,57,31
12,6,19,58,21
12,6,19,59,11
12,6,20,45,51
12,6,20,46,41
12,6,20,47,31
12,6,20,48,21
12,6,20,49,11
12,6,20,50,1
12,6,21,35,51
12,6,21,36,41
12,6,21,37,31
12,6,21,38,21
12,6,21,39,11
12,6,21,40,1
12,6,22,25,51
12,6,22,26,41
12,6,22,27,31
12,6,22,28,21
12,6,22,29,11
12,6,22,30,1
12,6,23,15,51
12,6,23,16,41
12,6,23,17,31
12,6,23,18,21
12,6,23,19,11
12,6,23,20,1
12,6,23,53,59
12,6,23,54,49
12,6,23,55,39
12,6,23,56,29
12,6,23,57,19
12,6,23,58,9
12,6,23,59,0
12,6,16,56,53
12,6,16,57,43
12,6,16,58,33
12,6,16,59,23
12,6,17,46,53
12,6,17,47,43
12,6,17,48,33
12,6,17,49,23
12,6,17,50,13
12,6,17,51,3
12,6,18,36,53
12,6,18,37,43
12,6,18,38,33
12,6,18,39,23
12,6,18,40,13
12,6,18,41,3
12,6,19,26,53
12,6,19,27,43
12,6,19,28,33
12,6,19,29,23
12,6,19,30,13
12,6,19,31,3
12,6,20,16,53
12,6,20,17,43
12,6,20,18,33
12,6,20,19,23
12,6,20,20,13
12,6,20,21,3
12,6,21,6,53
12,6,21,7,43
12,6,21,8,33
12,6,21,9,23
12,6,21,10,13
12,6,21,11,3
12,6,22,0,13
12,6,22,1,3
12,6,20,55,51
12,6,20,56,41
12,6,20,57,31
12,6,20,58,21
12,6,20,59,11
12,6,21,45,51
12,6,21,46,41
12,6,21,47,31
12,6,21,48,21
12,6,21,49,11
12,6,21,50,1
12,6,22,35,51
12,6,22,36,41
12,6,22,37,31
12,6,22,38,21
12,6,22,39,11
12,6,22,40,1
12,6,23,25,51
12,6,23,26,41
12,6,23,27,31
12,6,23,28,21
12,6,23,29,11
12,6,23,30,1
12,1,0,12,53
12,1,0,13,43
12,1,0,14,33
12,1,0,15,23
12,1,0,16,13
12,1,0,17,3
12,1,1,2,53
12,1,1,3,43
12,1,1,4,33
12,1,1,5,23
12,1,1,6,13
12,1,1,7,3
12,1,0,51,51
12,1,0,52,41
12,1,0,53,31
12,1,0,54,21
12,1,0,55,11
12,1,0,56,1
12,1,1,41,51
12,1,1,42,41
12,1,1,43,31
12,1,1,44,21
12,1,1,45,11
12,1,1,46,1
12,1,2,31,51
12,1,2,32,41
12,1,2,33,31
12,1,2,34,21
12,1,2,35,11
12,1,2,36,1
12,1,3,21,51
12,1,3,22,41
12,1,3,23,31
12,1,3,24,21
12,1,3,25,11
12,1,3,26,1
12,1,4,11,51
12,1,4,12,41
12,1,4,13,31
12,1,4,14,21
12,1,4,15,11
12,1,4,16,1
12,1,5,1,51
12,1,5,2,41
12,1,5,3,31
12,1,5,4,21
12,1,5,5,11
12,1,5,6,1
12,1,3,59,59
12,1,4,49,59
12,1,4,50,49
12,1,4,51,39
12,1,4,52,29
12,1,4,53,19
12,1,4,54,9
12,1,5,39,59
12,1,5,40,49
12,1,5,41,39
12,1,5,42,29
12,1,5,43,19
12,1,5,44,9
12,1,6,29,59
12,1,6,30,49
12,1,6,31,39
12,1,6,32,29
12,1,6,33,19
12,1,6,34,9
12,1,7,19,59
12,1,7,20,49
12,1,7,21,39
12,1,7,22,29
12,1,7,23,19
12,1,7,24,9
12,1,8,9,59
12,1,8,10,49
12,1,8,11,39
12,1,8,12,29
12,1,8,13,19
12,1,8,14,9
12,1,9,0,49
12,1,9,1,39
12,1,9,2,29
12,1,9,3,19
12,1,9,4,9
12,1,6,50,53
12,1,6,51,43
12,1,6,52,33
12,1,6,53,23
12,1,6,54,13
12,1,6,55,3
12,1,7,40,53
12,1,7,41,43
12,1,7,42,33
12,1,7,43,23
12,1,7,44,13
12,1,7,45,3
12,1,8,30,53
12,1,8,31,43
12,1,8,32,33
12,1,8,33,23
12,1,8,34,13
12,1,8,35,3
12,1,9,20,53
12,1,9,21,43
12,1,9,22,33
12,1,9,23,23
12,1,9,24,13
12,1,9,25,3
12,1,10,10,53
12,1,10,11,43
12,1,10,12,33
12,1,10,13,23
12,1,10,14,13
12,1,10,15,3
12,1,11,0,53
12,1,11,1,43
12,1,11,2,33
12,1,11,3,23
12,1,11,4,13
12,1,11,5,3
12,1,9,59,51
12,1,10,49,51
12,1,10,50,41
12,1,10,51,31
12,1,10,52,21
12,1,10,53,11
12,1,10,54,1
12,1,11,39,51
12,1,11,40,41
12,1,11,41,31
12,1,11,42,21
12,1,11,43,11
12,1,11,44,1
12,1,12,29,51
12,1,12,30,41
12,1,12,31,31
12,1,12,32,21
12,1,12,33,11
12,1,12,34,1
12,1,13,19,51
12,1,13,20,41
12,1,13,21,31
12,1,13,22,21
12,1,13,23,11
12,1,13,24,1
12,1,14,9,51
12,1,14,10,41
12,1,14,11,31
12,1,14,12,21
12,1,14,13,11
12,1,14,14,1
12,1,15,0,41
12,1,15,1,31
12,1,15,2,21
12,1,15,3,11
12,1,15,4,1
12,1,13,57,59
12,1,13,58,49
12,1,13,59,39
12,1,14,47,59
12,1,14,48,49
12,1,14,49,39
12,1,14,50,29
12,1,14,51,19
12,1,14,52,9
12,1,14,53,0
12,1,15,37,59
12,1,15,38,49
12,1,15,39,39
12,1,15,40,29
12,1,15,41,19
12,1,15,42,9
12,1,15,43,0
12,1,16,27,59
12,1,16,28,49
12,1,16,29,39
12,1,16,30,29
12,1,16,31,19
12,1,16,32,9
12,1,16,33,0
12,1,17,17,59
12,1,17,18,49
12,1,17,19,39
12,1,17,20,29
12,1,17,21,19
12,1,17,22,9
12,1,17,23,0
12,1,18,7,59
12,1,18,8,49
12,1,18,9,39
12,1,18,10,29
12,1,18,11,19
12,1,18,12,9
12,1,18,13,0
12,1,19,0,29
12,1,19,1,19
12,1,19,2,9
12,1,19,3,0
12,1,15,58,53
12,1,15,59,43
12,1,16,48,53
12,1,16,49,43
12,1,16,50,33
12,1,16,51,23
12,1,16,52,13
12,1,16,53,3
12,1,17,38,53
12,1,17,39,43
12,1,17,40,33
12,1,17,41,23
12,1,17,42,13
12,1,17,43,3
12,1,18,28,53
12,1,18,29,43
12,1,18,30,33
12,1,18,31,23
12,1,18,32,13
12,1,18,33,3
12,1,19,18,53
12,1,19,19,43
12,1,19,20,33
12,1,19,21,23
12,1,19,22,13
12,1,19,23,3
12,1,20,8,53
12,1,20,9,43
12,1,20,10,33
12,1,20,11,23
12,1,20,12,13
12,1,20,13,3
12,1,21,0,33
12,1,21,1,23
12,1,21,2,13
12,1,21,3,3
12,1,19,57,51
12,1,19,58,41
12,1,19,59,31
12,1,20,47,51
12,1,20,48,41
12,1,20,49,31
12,1,20,50,21
12,1,20,51,11
12,1,20,52,1
12,1,21,37,51
12,1,21,38,41
12,1,21,39,31
12,1,21,40,21
12,1,21,41,11
12,1,21,42,1
12,1,22,27,51
12,1,22,28,41
12,1,22,29,31
12,1,22,30,21
12,1,22,31,11
12,1,22,32,1
12,1,23,17,51
12,1,23,18,41
12,1,23,19,31
12,1,23,20,21
12,1,23,21,11
12,1,23,22,1
12,1,23,55,59
12,1,23,56,49
12,1,23,57,39
12,1,23,58,29
12,1,23,59,19
12,1,0,14,53
12,1,0,15,43
12,1,0,16,33
12,1,0,17,23
12,1,0,18,13
12,1,0,19,3
12,1,1,4,53
12,1,1,5,43
12,1,1,6,33
12,1,1,7,23
12,1,1,8,13
12,1,1,9,3
12,1,0,53,51
12,1,0,54,41
12,1,0,55,31
12,1,0,56,21
12,1,0,57,11
12,1,0,58,1
12,1,1,43,51
12,1,1,44,41
12,1,1,45,31
12,1,1,46,21
12,1,1,47,11
12,1,1,48,1
12,1,2,33,51
12,1,2,34,41
12,1,2,35,31
12,1,2,36,21
12,1,2,37,11
12,1,2,38,1
12,1,3,23,51
12,1,3,24,41
12,1,3,25,31
12,1,3,26,21
12,1,3,27,11
12,1,3,28,1
12,1,4,13,51
12,1,4,14,41
12,1,4,15,31
12,1,4,16,21
12,1,4,17,11
12,1,4,18,1
12,1,5,3,51
12,1,5,4,41
12,1,5,5,31
12,1,5,6,21
12,1,5,7,11
12,1,5,8,1
12,1,4,51,59
12,1,4,52,49
12,1,4,53,39
12,1,4,54,29
12,1,4,55,19
12,1,4,56,9
12,1,4,57,0
12,1,5,41,59
12,1,5,42,49
12,1,5,43,39
12,1,5,44,29
12,1,5,45,19
12,1,5,46,9
12,1,5,47,0
12,1,6,31,59
12,1,6,32,49
12,1,6,33,39
12,1,6,34,29
12,1,6,35,19
12,1,6,36,9
12,1,6,37,0
12,1,7,21,59
12,1,7,22,49
12,1,7,23,39
12,1,7,24,29
12,1,7,25,19
12,1,7,26,9
12,1,7,27,0
12,1,8,11,59
12,1,8,12,49
12,1,8,13,39
12,1,8,14,29
12,1,8,15,19
12,1,8,16,9
12,1,8,17,0
12,1,9,1,59
12,1,9,2,49
12,1,9,3,39
12,1,9,4,29
12,1,9,5,19
12,1,9,6,9
12,1,9,7,0
12,1,6,52,53
12,1,6,53,43
12,1,6,54,33
12,1,6,55,23
12,1,6,56,13
12,1,6,57,3
12,1,7,42,53
12,1,7,43,43
12,1,7,44,33
12,1,7,45,23
12,1,7,46,13
12,1,7,47,3
12,1,8,32,53
12,1,8,33,43
12,1,8,34,33
12,1,8,35,23
12,1,8,36,13
12,1,8,37,3
12,1,9,22,53
12,1,9,23,43
12,1,9,24,33
12,1,9,25,23
12,1,9,26,13
12,1,9,27,3
12,1,10,12,53
12,1,10,13,43
12,1,10,14,33
12,1,10,15,23
12,1,10,16,13
12,1,10,17,3
12,1,11,2,53
12,1,11,3,43
12,1,11,4,33
12,1,11,5,23
12,1,11,6,13
12,1,11,7,3
12,1,10,51,51
12,1,10,52,41
12,1,10,53,31
12,1,10,54,21
12,1,10,55,11
12,1,10,56,1
12,1,11,41,51
12,1,11,42,41
12,1,11,43,31
12,1,11,44,21
12,1,11,45,11
12,1,11,46,1
12,1,12,31,51
12,1,12,32,41
12,1,12,33,31
12,1,12,34,21
12,1,12,35,11
12,1,12,36,1
12,1,13,21,51
12,1,13,22,41
12,1,13,23,31
12,1,13,24,21
12,1,13,25,11
12,1,13,26,1
12,1,14,11,51
12,1,14,12,41
12,1,14,13,31
12,1,14,14,21
12,1,14,15,11
12,1,14,16,1
12,1,15,1,51
12,1,15,2,41
12,1,15,3,31
12,1,15,4,21
12,1,15,5,11
12,1,15,6,1
12,1,13,59,59
12,1,14,49,59
12,1,14,50,49
12,1,14,51,39
12,1,14,52,29
12,1,14,53,19
12,1,14,54,9
12,1,15,39,59
12,1,15,40,49
12,1,15,41,39
12,1,15,42,29
12,1,15,43,19
12,1,15,44,9
12,1,16,29,59
12,1,16,30,49
12,1,16,31,39
12,1,16,32,29
12,1,16,33,19
12,1,16,34,9
12,1,17,19,59
12,1,17,20,49
12,1,17,21,39
12,1,17,22,29
12,1,17,23,19
12,1,17,24,9
12,1,18,9,59
12,1,18,10,49
12,1,18,11,39
12,1,18,12,29
12,1,18,13,19
12,1,18,14,9
12,1,19,0,49
12,1,19,1,39
12,1,19,2,29
12,1,19,3,19
12,1,19,4,9
12,1,16,50,53
12,1,16,51,43
12,1,16,52,33
12,1,16,53,23
12,1,16,54,13
12,1,16,55,3
12,1,17,40,53
12,1,17,41,43
12,1,17,42,33
12,1,17,43,23
12,1,17,44,13
12,1,17,45,3
12,1,18,30,53
12,1,18,31,43
12,1,18,32,33
12,1,18,33,23
12,1,18,34,13
12,1,18,35,3
12,1,19,20,53
12,1,19,21,43
12,1,19,22,33
12,1,19,23,23
12,1,19,24,13
12,1,19,25,3
12,1,20,10,53
12,1,20,11,43
12,1,20,12,33
12,1,20,13,23
12,1,20,14,13
12,1,20,15,3
12,1,21,0,53
12,1,21,1,43
12,1,21,2,33
12,1,21,3,23
12,1,21,4,13
12,1,21,5,3
12,1,19,59,51
12,1,20,49,51
12,1,20,50,41
12,1,20,51,31
12,1,20,52,21
12,1,20,53,11
12,1,20,54,1
12,1,21,39,51
12,1,21,40,41
12,1,21,41,31
12,1,21,42,21
12,1,21,43,11
12,1,21,44,1
12,1,22,29,51
12,1,22,30,41
12,1,22,31,31
12,1,22,32,21
12,1,22,33,11
12,1,22,34,1
12,1,23,19,51
12,1,23,20,41
12,1,23,21,31
12,1,23,22,21
12,1,23,23,11
12,1,23,24,1
12,1,23,57,59
12,1,23,58,49
12,1,23,59,39
12,2,0,12,53
12,2,0,13,43
12,2,0,14,33
12,2,0,15,23
12,2,0,16,13
12,2,0,17,3
12,2,1,2,53
12,2,1,3,43
12,2,1,4,33
12,2,1,5,23
12,2,1,6,13
12,2,1,7,3
12,2,0,51,51
12,2,0,52,41
12,2,0,53,31
12,2,0,54,21
12,2,0,55,11
12,2,0,56,1
12,2,1,41,51
12,2,1,42,41
12,2,1,43,31
12,2,1,44,21
12,2,1,45,11
12,2,1,46,1
12,2,2,31,51
12,2,2,32,41
12,2,2,33,31
12,2,2,34,21
12,2,2,35,11
12,2,2,36,1
12,2,3,21,51
12,2,3,22,41
12,2,3,23,31
12,2,3,24,21
12,2,3,25,11
12,2,3,26,1
12,2,4,11,51
12,2,4,12,41
12,2,4,13,31
12,2,4,14,21
12,2,4,15,11
12,2,4,16,1
12,2,5,1,51
12,2,5,2,41
12,2,5,3,31
12,2,5,4,21
12,2,5,5,11
12,2,5,6,1
12,2,3,59,59
12,2,4,49,59
12,2,4,50,49
12,2,4,51,39
12,2,4,52,29
12,2,4,53,19
12,2,4,54,9
12,2,5,39,59
12,2,5,40,49
12,2,5,41,39
12,2,5,42,29
12,2,5,43,19
12,2,5,44,9
12,2,6,29,59
12,2,6,30,49
12,2,6,31,39
12,2,6,32,29
12,2,6,33,19
12,2,6,34,9
12,2,7,19,59
12,2,7,20,49
12,2,7,21,39
12,2,7,22,29
12,2,7,23,19
12,2,7,24,9
12,2,8,9,59
12,2,8,10,49
12,2,8,11,39
12,2,8,12,29
12,2,8,13,19
12,2,8,14,9
12,2,9,0,49
12,2,9,1,39
12,2,9,2,29
12,2,9,3,19
12,2,9,4,9
12,2,6,50,53
12,2,6,51,43
12,2,6,52,33
12,2,6,53,23
12,2,6,54,13
12,2,6,55,3
12,2,7,40,53
12,2,7,41,43
12,2,7,42,33
12,2,7,43,23
12,2,7,44,13
12,2,7,45,3
12,2,8,30,53
12,2,8,31,43
12,2,8,32,33
12,2,8,33,23
12,2,8,34,13
12,2,8,35,3
12,2,9,20,53
12,2,9,21,43
12,2,9,22,33
12,2,9,23,23
12,2,9,24,13
12,2,9,25,3
12,2,10,10,53
12,2,10,11,43
12,2,10,12,33
12,2,10,13,23
12,2,10,14,13
12,2,10,15,3
12,2,11,0,53
12,2,11,1,43
12,2,11,2,33
12,2,11,3,23
12,2,11,4,13
12,2,11,5,3
12,2,9,59,51
12,2,10,49,51
12,2,10,50,41
12,2,10,51,31
12,2,10,52,21
12,2,10,53,11
12,2,10,54,1
12,2,11,39,51
12,2,11,40,41
12,2,11,41,31
12,2,11,42,21
12,2,11,43,11
12,2,11,44,1
12,2,12,29,51
12,2,12,30,41
12,2,12,31,31
12,2,12,32,21
12,2,12,33,11
12,2,12,34,1
12,2,13,19,51
12,2,13,20,41
12,2,13,21,31
12,2,13,22,21
12,2,13,23,11
12,2,13,24,1
12,2,14,9,51
12,2,14,10,41
12,2,14,11,31
12,2,14,12,21
12,2,14,13,11
12,2,14,14,1
12,2,15,0,41
12,2,15,1,31
12,2,15,2,21
12,2,15,3,11
12,2,15,4,1
12,2,13,57,59
12,2,13,58,49
12,2,13,59,39
12,2,14,47,59
12,2,14,48,49
12,2,14,49,39
12,2,14,50,29
12,2,14,51,19
12,2,14,52,9
12,2,14,53,0
12,2,15,37,59
12,2,15,38,49
12,2,15,39,39
12,2,15,40,29
12,2,15,41,19
12,2,15,42,9
12,2,15,43,0
12,2,16,27,59
12,2,16,28,49
12,2,16,29,39
12,2,16,30,29
12,2,16,31,19
12,2,16,32,9
12,2,16,33,0
12,2,17,17,59
12,2,17,18,49
12,2,17,19,39
12,2,17,20,29
12,2,17,21,19
12,2,17,22,9
12,2,17,23,0
12,2,18,7,59
12,2,18,8,49
12,2,18,9,39
12,2,18,10,29
12,2,18,11,19
12,2,18,12,9
12,2,18,13,0
12,2,19,0,29
12,2,19,1,19
12,2,19,2,9
12,2,19,3,0
12,2,15,58,53
12,2,15,59,43
12,2,16,48,53
12,2,16,49,43
12,2,16,50,33
12,2,16,51,23
12,2,16,52,13
12,2,16,53,3
12,2,17,38,53
12,2,17,39,43
12,2,17,40,33
12,2,17,41,23
12,2,17,42,13
12,2,17,43,3
12,2,18,28,53
12,2,18,29,43
12,2,18,30,33
12,2,18,31,23
12,2,18,32,13
12,2,18,33,3
12,2,19,18,53
12,2,19,19,43
12,2,19,20,33
12,2,19,21,23
12,2,19,22,13
12,2,19,23,3
12,2,20,8,53
12,2,20,9,43
12,2,20,10,33
12,2,20,11,23
12,2,20,12,13
12,2,20,13,3
12,2,21,0,33
12,2,21,1,23
12,2,21,2,13
12,2,21,3,3
12,2,19,57,51
12,2,19,58,41
12,2,19,59,31
12,2,20,47,51
12,2,20,48,41
12,2,20,49,31
12,2,20,50,21
12,2,20,51,11
12,2,20,52,1
12,2,21,37,51
12,2,21,38,41
12,2,21,39,31
12,2,21,40,21
12,2,21,41,11
12,2,21,42,1
12,2,22,27,51
12,2,22,28,41
12,2,22,29,31
12,2,22,30,21
12,2,22,31,11
12,2,22,32,1
12,2,23,17,51
12,2,23,18,41
12,2,23,19,31
12,2,23,20,21
12,2,23,21,11
12,2,23,22,1
12,2,23,55,59
12,2,23,56,49
12,2,23,57,39
12,2,23,58,29
12,2,23,59,19
12,2,0,14,53
12,2,0,15,43
12,2,0,16,33
12,2,0,17,23
12,2,0,18,13
12,2,0,19,3
12,2,1,4,53
12,2,1,5,43
12,2,1,6,33
12,2,1,7,23
12,2,1,8,13
12,2,1,9,3
12,2,0,53,51
12,2,0,54,41
12,2,0,55,31
12,2,0,56,21
12,2,0,57,11
12,2,0,58,1
12,2,1,43,51
12,2,1,44,41
12,2,1,45,31
12,2,1,46,21
12,2,1,47,11
12,2,1,48,1
12,2,2,33,51
12,2,2,34,41
12,2,2,35,31
12,2,2,36,21
12,2,2,37,11
12,2,2,38,1
12,2,3,23,51
12,2,3,24,41
12,2,3,25,31
12,2,3,26,21
12,2,3,27,11
12,2,3,28,1
12,2,4,13,51
12,2,4,14,41
12,2,4,15,31
12,2,4,16,21
12,2,4,17,11
12,2,4,18,1
12,2,5,3,51
12,2,5,4,41
12,2,5,5,31
12,2,5,6,21
12,2,5,7,11
12,2,5,8,1
12,2,4,51,59
12,2,4,52,49
12,2,4,53,39
12,2,4,54,29
12,2,4,55,19
12,2,4,56,9
12,2,4,57,0
12,2,5,41,59
12,2,5,42,49
12,2,5,43,39
12,2,5,44,29
12,2,5,45,19
12,2,5,46,9
12,2,5,47,0
12,2,6,31,59
12,2,6,32,49
12,2,6,33,39
12,2,6,34,29
12,2,6,35,19
12,2,6,36,9
12,2,6,37,0
12,2,7,21,59
12,2,7,22,49
12,2,7,23,39
12,2,7,24,29
12,2,7,25,19
12,2,7,26,9
12,2,7,27,0
12,2,8,11,59
12,2,8,12,49
12,2,8,13,39
12,2,8,14,29
12,2,8,15,19
12,2,8,16,9
12,2,8,17,0
12,2,9,1,59
12,2,9,2,49
12,2,9,3,39
12,2,9,4,29
12,2,9,5,19
12,2,9,6,9
12,2,9,7,0
12,2,6,52,53
12,2,6,53,43
12,2,6,54,33
12,2,6,55,23
12,2,6,56,13
12,2,6,57,3
12,2,7,42,53
12,2,7,43,43
12,2,7,44,33
12,2,7,45,23
12,2,7,46,13
12,2,7,47,3
12,2,8,32,53
12,2,8,33,43
12,2,8,34,33
12,2,8,35,23
12,2,8,36,13
12,2,8,37,3
12,2,9,22,53
12,2,9,23,43
12,2,9,24,33
12,2,9,25,23
12,2,9,26,13
12,2,9,27,3
12,2,10,12,53
12,2,10,13,43
12,2,10,14,33
12,2,10,15,23
12,2,10,16,13
12,2,10,17,3
12,2,11,2,53
12,2,11,3,43
12,2,11,4,33
12,2,11,5,23
12,2,11,6,13
12,2,11,7,3
12,2,10,51,51
12,2,10,52,41
12,2,10,53,31
12,2,10,54,21
12,2,10,55,11
12,2,10,56,1
12,2,11,41,51
12,2,11,42,41
12,2,11,43,31
12,2,11,44,21
12,2,11,45,11
12,2,11,46,1
12,2,12,31,51
12,2,12,32,41
12,2,12,33,31
12,2,12,34,21
12,2,12,35,11
12,2,12,36,1
12,2,13,21,51
12,2,13,22,41
12,2,13,23,31
12,2,13,24,21
12,2,13,25,11
12,2,13,26,1
12,2,14,11,51
12,2,14,12,41
12,2,14,13,31
12,2,14,14,21
12,2,14,15,11
12,2,14,16,1
12,2,15,1,51
12,2,15,2,41
12,2,15,3,31
12,2,15,4,21
12,2,15,5,11
12,2,15,6,1
12,2,13,59,59
12,2,14,49,59
12,2,14,50,49
12,2,14,51,39
12,2,14,52,29
12,2,14,53,19
12,2,14,54,9
12,2,15,39,59
12,2,15,40,49
12,2,15,41,39
12,2,15,42,29
12,2,15,43,19
12,2,15,44,9
12,2,16,29,59
12,2,16,30,49
12,2,16,31,39
12,2,16,32,29
12,2,16,33,19
12,2,16,34,9
12,2,17,19,59
12,2,17,20,49
12,2,17,21,39
12,2,17,22,29
12,2,17,23,19
12,2,17,24,9
12,2,18,9,59
12,2,18,10,49
12,2,18,11,39
12,2,18,12,29
12,2,18,13,19
12,2,18,14,9
12,2,19,0,49
12,2,19,1,39
12,2,19,2,29
12,2,19,3,19
12,2,19,4,9
12,2,16,50,53
12,2,16,51,43
12,2,16,52,33
12,2,16,53,23
12,2,16,54,13
12,2,16,55,3
12,2,17,40,53
12,2,17,41,43
12,2,17,42,33
12,2,17,43,23
12,2,17,44,13
12,2,17,45,3
12,2,18,30,53
12,2,18,31,43
12,2,18,32,33
12,2,18,33,23
12,2,18,34,13
12,2,18,35,3
12,2,19,20,53
12,2,19,21,43
12,2,19,22,33
12,2,19,23,23
12,2,19,24,13
12,2,19,25,3
12,2,20,10,53
12,2,20,11,43
12,2,20,12,33
12,2,20,13,23
12,2,20,14,13
12,2,20,15,3
12,2,21,0,53
12,2,21,1,43
12,2,21,2,33
12,2,21,3,23
12,2,21,4,13
12,2,21,5,3
12,2,19,59,51
12,2,20,49,51
12,2,20,50,41
12,2,20,51,31
12,2,20,52,21
12,2,20,53,11
12,2,20,54,1
12,2,21,39,51
12,2,21,40,41
12,2,21,41,31
12,2,21,42,21
12,2,21,43,11
12,2,21,44,1
12,2,22,29,51
12,2,22,30,41
12,2,22,31,31
12,2,22,32,21
12,2,22,33,11
12,2,22,34,1
12,2,23,19,51
12,2,23,20,41
12,2,23,21,31
12,2,23,22,21
12,2,23,23,11
12,2,23,24,1
12,2,23,57,59
12,2,23,58,49
12,2,23,59,39
12,4,0,14,53
12,4,0,15,43
12,4,0,16,33
12,4,0,17,23
12,4,0,18,13
12,4,0,19,3
12,4,1,4,53
12,4,1,5,43
12,4,1,6,33
12,4,1,7,23
12,4,1,8,13
12,4,1,9,3
12,4,0,53,51
12,4,0,54,41
12,4,0,55,31
12,4,0,56,21
12,4,0,57,11
12,4,0,58,1
12,4,1,43,51
12,4,1,44,41
12,4,1,45,31
12,4,1,46,21
12,4,1,47,11
12,4,1,48,1
12,4,2,33,51
12,4,2,34,41
12,4,2,35,31
12,4,2,36,21
12,4,2,37,11
12,4,2,38,1
12,4,3,23,51
12,4,3,24,41
12,4,3,25,31
12,4,3,26,21
12,4,3,27,11
12,4,3,28,1
12,4,4,13,51
12,4,4,14,41
12,4,4,15,31
12,4,4,16,21
12,4,4,17,11
12,4,4,18,1
12,4,5,3,51
12,4,5,4,41
12,4,5,5,31
12,4,5,6,21
12,4,5,7,11
12,4,5,8,1
12,4,4,51,59
12,4,4,52,49
12,4,4,53,39
12,4,4,54,29
12,4,4,55,19
12,4,4,56,9
12,4,4,57,0
12,4,5,41,59
12,4,5,42,49
12,4,5,43,39
12,4,5,44,29
12,4,5,45,19
12,4,5,46,9
12,4,5,47,0
12,4,6,31,59
12,4,6,32,49
12,4,6,33,39
12,4,6,34,29
12,4,6,35,19
12,4,6,36,9
12,4,6,37,0
12,4,7,21,59
12,4,7,22,49
12,4,7,23,39
12,4,7,24,29
12,4,7,25,19
12,4,7,26,9
12,4,7,27,0
12,4,8,11,59
12,4,8,12,49
12,4,8,13,39
12,4,8,14,29
12,4,8,15,19
12,4,8,16,9
12,4,8,17,0
12,4,9,1,59
12,4,9,2,49
12,4,9,3,39
12,4,9,4,29
12,4,9,5,19
12,4,9,6,9
12,4,9,7,0
12,4,6,52,53
12,4,6,53,43
12,4,6,54,33
12,4,6,55,23
12,4,6,56,13
12,4,6,57,3
12,4,7,42,53
12,4,7,43,43
12,4,7,44,33
12,4,7,45,23
12,4,7,46,13
12,4,7,47,3
12,4,8,32,53
12,4,8,33,43
12,4,8,34,33
12,4,8,35,23
12,4,8,36,13
12,4,8,37,3
12,4,9,22,53
12,4,9,23,43
12,4,9,24,33
12,4,9,25,23
12,4,9,26,13
12,4,9,27,3
12,4,10,12,53
12,4,10,13,43
12,4,10,14,33
12,4,10,15,23
12,4,10,16,13
12,4,10,17,3
12,4,11,2,53
12,4,11,3,43
12,4,11,4,33
12,4,11,5,23
12,4,11,6,13
12,4,11,7,3
